sit_uid,sit_lid,sit_type,sit_name,sit_isalpine,sit_nearby,sit_reg_municipalityid,sit_reg_countyid,sit_reg_provinceid,sit_geort90lat,sit_geort90lon,sit_geowgs84lat,sit_geowgs84lon,sit_geosweref99lat,sit_geosweref99lon,sit_geoaltitude,sit_comment,sit_modifiedtime,sit_usr_modifiedbyid,sit_isdeleted,sit_sjvabo,sit_sjvtuva,sit_ispublic,sit_typ_datasourceid,sit_isactive
2835,2835,T,Hornsåsens gravfält,f,Strömsholm,271,13,39,6597730,1526960biogeo,2019-12-06 15:03:43.989704+01,11,ft,55,t
970,970,P,Bolinderstrands strandpromenad,f,Järfälla,59,11,38,6594390,1612809,59.45482,17.79437,6594026,658390,,"ungefärlig plats, frågat om koordinater 1110",2018-10-10 08:07:15.397934+02,11,ft,54,t
1132,1132,T,Dohnaforsån SV slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1003,1003,T,Årsta havsbad,f,Årsta,64,11,37,6554263,1635302,59.088296,18.165593,Uppdaterad koordinat,2019-05-13 10:05:35.100023+02,11,ft,54,t
1062,1062,P,"Hemma, Eneryda",f,Eneryda,128,4,29,6286629,1409813,56.69807,14.33306,Från AP,2018-02-11 17:40:03.735524+01,1,ft,54,t
1063,1063,T,"Löparrundan, Eneryda",f,Eneryda,128,4,29,6286604,1408133,56.69752,14.30566,Från AP,2018-02-11 17:40:03.735524+01,1,ft,54,t
1114,1114,T,Bro Sv_1 slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1115,1115,T,Bro Sv_1 transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1116,1116,T,Bro SV_2 slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
2836,2836,T,Oppgårda,f,Västerås,271,13,39,6606025,1533740biogeo,2019-12-06 15:03:43.989704+01,11,ft,55,t
2837,2837,T,Röbäcksdalen,f,Umeå,320,20,48,7085478,1718157"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2838,2838,T,Arboretum,f,Baggböle,320,20,48,7088694,1711979"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2839,2839,P,Umeå universitetscampus 1,f,Umeå,320,20,48,7086809,1721814"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2648,2648,T,"Loppängarna, Muskö",f,,64,11,37,6543008,1632887"",2019-04-25 16:35:09.920922+02,11,ft,54,t
2647,2647,T,Lilla Annevare,f,Vilhelmina,326,20,50,7181992,1560558"",2019-05-17 11:38:13.780712+02,11,ft,54,t
2840,2840,P,Umeå universitetscampus 2a,f,Umeå,320,20,48,7087086,1721486"",2019-12-06 15:03:43.989704+01,11,ft,54,t
6,6,T,Rökepipan,f,Dalby,172,1,26,6174130,1346228,55.6721,13.361187.563446,"",2018-02-11 17:40:03.735524+01,1,ft,54,t
1117,1117,T,Bro SV_2 transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1118,1118,T,Brofallet slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1119,1119,T,Brofallet transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1120,1120,T,Bråten NO slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1121,1121,T,Bråten NO transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1122,1122,T,Bråten slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1123,1123,T,Bråten transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1124,1124,T,"Bäckafallet, Hästnäsviken slinga",f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1125,1125,T,"Bäckafallet, Hästnäsviken transekter",f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1126,1126,T,Bäckakärret slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1127,1127,T,Bäckakärret transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1128,1128,T,Djurgården slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1129,1129,T,Djurgården transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1130,1130,T,Dohnaforsån NV strand transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1131,1131,T,Dohnaforsån slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1099,1099,P,Skäralid,f,Skäralid,168,1,26,6215177,1340785,56.038619,13.250585,Skattad position,2019-06-14 14:50:17.942497+02,11,ft,54,t
1101,1101,T,Löved,f,Forshaga,244,15,40,6602967,1366327,59.525591,13.442996,Skattad position,2019-05-17 11:38:13.780712+02,11,ft,54,t
1100,1100,P,"Ejdervägen 8, Kolmården",f,Kolmården,106,8,32,6505149,1531000,58.667736,16.339398,"",2019-05-17 11:38:13.780712+02,11,ft,54,t
1102,1102,T,Ignaberga flygplats slinga,f,Ignaberga,182,1,26,6224594,1380407,56.13467,13.881655,"RMÖ, även kallad 1023-23, Skattad position",2019-09-10 13:06:33.680074+02,11,ft,63,t
1071,1071,T,Torastorp slinga,f,Linderöd,179,1,26,6199231,1372879,55.905081,13.77265,"RMÖ, Länsstyrelsen, ungefärlig koordinat. Slinga samma som transekt fn,  TUVA 1A9-YHO",2019-09-10 13:06:33.680074+02,11,f,,1A9-YHO,t,63,t
1098,1098,T,Medevi,f,Medevi,108,8,32,6506585,1450511,56.678901,14.952049,Skattad position,2019-05-17 11:38:13.780712+02,11,ft,54,t
1072,1072,T,Torastorp transekter,f,Linderöd,179,1,26,6199231,1372879,55.905081,13.77265,"RMÖ, Länsstyrelsen, ungefärlig koordinat. Slinga samma som transekt fn,  TUVA 1A9-YHO",2019-09-10 13:06:33.680074+02,11,f,,1A9-YHO,t,63,t
1073,1073,T,Kyle slinga,f,Hörby,162,1,26,6197650,1370226,55.890187,13.731022,"RMÖ, Länsstyrelsen, ungefärlig koordinat, slinga samma som transekt fn, TUVA 376-HEN",2019-09-10 13:06:33.680074+02,11,f,,376-HEN,t,63,t
1143,1143,T,Finnåker-Östhammarsjön slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1144,1144,T,Finnåker-Östhammarsjön transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1145,1145,T,Färmtorp slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1146,1146,T,Färmtorp transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1147,1147,T,Garphyttan NP SV slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1148,1148,T,Garphyttans NP NV slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1149,1149,T,Garphyttans NP NV transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1150,1150,T,Garphyttans NP SV slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1151,1151,T,Garphyttans NP SV transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1152,1152,T,Gossebo slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1153,1153,T,Gossebo transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1154,1154,T,Grimsö forskningsstation slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1155,1155,T,Grimsö forskningsstation SV slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1156,1156,T,Grimsö forskningsstation SV transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1157,1157,T,Grimsö forskningsstation transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1158,1158,T,Grässjön N slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1159,1159,T,Grässjön N transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1160,1160,T,Grässjön S slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1161,1161,T,Grässjön S transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1162,1162,T,Gården Norra Lindesberg slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1163,1163,T,Gården Norra Lindesberg transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1164,1164,T,Hallsberg V-ut slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1165,1165,T,Hallsberg V-ut transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1166,1166,T,Handberga slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1167,1167,T,Handberga transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1168,1168,T,Herrfallsäng slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1169,1169,T,Herrfallsäng transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1170,1170,T,Herrgryt slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1171,1171,T,Herrgryt transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1172,1172,T,Hägghemmet slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1173,1173,T,Hägghemmet transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1174,1174,T,Hästnäsviken slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1175,1175,T,Hästnäsviken transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1176,1176,T,"Kaninholmen, Vedevåg slinga",f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1177,1177,T,"Kaninholmen, Vedevåg transekter",f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
5,5,P,Turning Torso,f,Malmö,171,1,26,6168500,1321747,55.6132,12.97610,"",2019-12-02 14:42:44.291758+01,11,ft,54,f
2841,2841,P,Umeå universitetscampus 2b,f,Umeå,320,20,48,7087047,1721439"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2842,2842,P,Umeå universitetscampus 2c,f,Umeå,320,20,48,7086972,1721326"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2843,2843,P,Umeå universitetscampus 3,f,Umeå,320,20,48,7086992,1721877"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2844,2844,T,"Kungsliften, Hemavan",t,Hemavan,322,20,51,7303247,1468261"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2845,2845,T,Satisdammen,t,Saltoluokta,338,21,53,7494771,1613499"",2019-12-06 15:03:43.989704+01,11,ft,54,t
2846,2846,T,Jopvapåkvarat,t,Saltoluokta,338,21,53,7482780,1633616"",2019-12-06 15:03:43.989704+01,11,ft,54,t
230,230,T,Rikvide,f,Hemse,144,6,31,6346595,1645843,57.22208,18.2197318.363443,"",2019-01-24 11:27:28.7108+01,11,ft,54,t
687,687,P,Jordberg,f,Lysvik,247,15,40,6652338,1354121,59.96422,13.19319,Vet inte om detta är en slinga eller punktlokal då rapporterat via AP. Troligtvis punktlokal då nära andra lokaler.,2019-01-24 11:27:28.7108+01,11,ft,54,t
7,7,P,Lyftvägen 39,f,Dalby,172,1,26,6173744,1346315,55.6686,13.362777.982254,"",2018-02-11 17:40:03.735524+01,1,ft,54,t
8,8,P,Dalby vattentorn,f,Dalby,172,1,26,6173990,1346033,55.6708,13.358189.856849,"",2018-02-11 17:40:03.735524+01,1,ft,54,t
9,9,T,Billebjer,f,Dalby,172,1,26,6175999,1343811,55.6881,13.321692.735038,"",2018-02-11 17:40:03.735524+01,1,ft,54,t
1178,1178,T,Katrineberg slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1179,1179,T,Katrineberg transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1180,1180,T,Labbetorp slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1181,1181,T,Labbetorp transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1182,1182,T,Laggarhälla N slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1183,1183,T,Laggarhälla N transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1184,1184,T,Laggarhälla S slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1185,1185,T,Laggarhälla S transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1186,1186,T,Laggarhälla slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1187,1187,T,Laggarhälla transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1188,1188,T,Lanna slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1189,1189,T,Lanna transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1190,1190,T,Lilla Mosshult N slinga,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
1191,1191,T,Lilla Mosshult N transekter,f14,"",2018-07-09 16:52:20.419506+02,11,ft,65,t
